iter	Accuracy	Logloss
149	0.9747474747	0.1303330685
150	0.9747474747	0.1296798964
151	0.9747474747	0.1296326627
152	0.9764309764	0.1281688468
153	0.9764309764	0.1275614397
154	0.9764309764	0.127317697
155	0.9764309764	0.1265289526
156	0.9764309764	0.1244763821
157	0.9764309764	0.1239124116
158	0.9747474747	0.1233399882
159	0.9747474747	0.1225464368
160	0.9764309764	0.1222924053
161	0.9764309764	0.1220673847
162	0.9747474747	0.1216427119
163	0.9747474747	0.1208452407
164	0.9764309764	0.1199077314
165	0.9781144781	0.1195415191
166	0.9797979798	0.118341851
167	0.9781144781	0.1169212887
168	0.9781144781	0.1165662606
169	0.9781144781	0.1165455185
170	0.9781144781	0.1163866385
171	0.9781144781	0.1159178769
172	0.9797979798	0.1156069341
173	0.9797979798	0.1153205908
174	0.9781144781	0.1150303641
175	0.9797979798	0.1145089401
176	0.9797979798	0.1129411772
177	0.9814814815	0.1119438363
178	0.9814814815	0.1117186799
179	0.9814814815	0.1114831973
180	0.9831649832	0.1112402481
181	0.9814814815	0.1110383399
182	0.9814814815	0.110037503
183	0.9814814815	0.1097735989
184	0.9848484848	0.1094656853
185	0.9831649832	0.1093002478
186	0.9814814815	0.1091321048
187	0.9814814815	0.1083239533
188	0.9814814815	0.1082411584
189	0.9831649832	0.1060045082
190	0.9831649832	0.1056123205
191	0.9831649832	0.1044649244
192	0.9831649832	0.1040806597
193	0.9831649832	0.1040277177
194	0.9848484848	0.103653526
195	0.9848484848	0.1034783025
196	0.9848484848	0.1033632674
197	0.9848484848	0.1033434274
198	0.9848484848	0.1026882913
199	0.9848484848	0.1013711115
200	0.9848484848	0.1007710747
201	0.9848484848	0.1001236587
202	0.9848484848	0.1000925959
203	0.9848484848	0.09963848069
204	0.9848484848	0.09866404977
205	0.9865319865	0.09820264877
206	0.9865319865	0.09808202281
207	0.9865319865	0.09715057907
208	0.9865319865	0.09697989025
209	0.9865319865	0.09668763798
210	0.9865319865	0.09607108119
211	0.9865319865	0.09506190836
212	0.9865319865	0.09475583141
213	0.9865319865	0.09444564644
214	0.9882154882	0.09410081154
215	0.9882154882	0.09389769922
216	0.9848484848	0.09287097571
217	0.9848484848	0.09248131753
218	0.9865319865	0.09142884015
219	0.9865319865	0.09134672253
220	0.9882154882	0.09050720507
221	0.9865319865	0.09024112918
222	0.9882154882	0.08994614778
223	0.9865319865	0.0898268816
224	0.9865319865	0.08971836264
225	0.9865319865	0.0891901189
226	0.9865319865	0.08905195307
227	0.9865319865	0.08791776925
228	0.9865319865	0.08784544623
229	0.9865319865	0.08775312567
230	0.9865319865	0.08672097556
231	0.9865319865	0.08665536174
232	0.9865319865	0.0864035825
233	0.9882154882	0.08568351291
234	0.9882154882	0.08545860488
235	0.9882154882	0.08544736597
236	0.9882154882	0.08482344669
237	0.9882154882	0.08429069836
238	0.9882154882	0.0833135827
239	0.9882154882	0.08304893322
240	0.9882154882	0.08258133079
241	0.9882154882	0.08171051091
242	0.9882154882	0.08143441678
243	0.9882154882	0.08134898181
244	0.9882154882	0.0808984263
245	0.9882154882	0.0805460951
246	0.9882154882	0.08018251738
247	0.9882154882	0.07975362008
248	0.9882154882	0.07966204648
249	0.9882154882	0.07961932639
250	0.9882154882	0.07909418719
251	0.9882154882	0.07840659447
252	0.9882154882	0.07823551007
253	0.9882154882	0.07773113263
254	0.9882154882	0.0774997957
255	0.9882154882	0.07728727178
256	0.9882154882	0.07674150496
257	0.9882154882	0.07660478897
258	0.9882154882	0.07618573698
259	0.9882154882	0.07596804579
260	0.9882154882	0.0759539175
261	0.9882154882	0.07593651136
262	0.9882154882	0.07581386295
263	0.9882154882	0.07571366661
264	0.9882154882	0.07544953673
265	0.9882154882	0.07518537389
266	0.9882154882	0.07474653695
267	0.9882154882	0.07421537462
268	0.9882154882	0.07284891287
269	0.9882154882	0.07272392334
270	0.9882154882	0.07260891399
271	0.9882154882	0.07251457181
272	0.9882154882	0.07226816113
273	0.9882154882	0.07183436459
274	0.9882154882	0.07150990303
275	0.9882154882	0.07143852016
276	0.9898989899	0.07038500222
277	0.9898989899	0.07018680719
278	0.9898989899	0.06989907253
279	0.9898989899	0.06986469792
280	0.9898989899	0.06951440568
281	0.9898989899	0.06934405598
282	0.9898989899	0.06864613547
283	0.9898989899	0.06803562594
284	0.9898989899	0.06728746787
285	0.9915824916	0.06687042832
286	0.9915824916	0.06675698258
287	0.9932659933	0.06662334302
288	0.9932659933	0.06648401582
289	0.9932659933	0.06608693116
290	0.9932659933	0.06550147127
291	0.9932659933	0.06535036514
292	0.9949494949	0.0648788809
293	0.9966329966	0.06427161312
294	0.9966329966	0.06389514012
295	0.9966329966	0.0635273633
296	0.9966329966	0.06326938686
297	0.9966329966	0.06304519726
298	0.9966329966	0.06243069292
299	0.9966329966	0.06213085796
300	0.9949494949	0.06184993858
301	0.9949494949	0.06170616006
302	0.9949494949	0.0613198934
303	0.9949494949	0.06119918537
304	0.9949494949	0.06111200307
305	0.9949494949	0.06093252208
306	0.9966329966	0.06061973164
307	0.9966329966	0.06051871765
308	0.9966329966	0.06041933577
309	0.9966329966	0.06031392718
310	0.9966329966	0.05955483961
311	0.9966329966	0.05928592751
312	0.9949494949	0.05919262571
313	0.9949494949	0.05896937754
314	0.9949494949	0.05894459109
315	0.9949494949	0.0588702222
316	0.9949494949	0.05883730018
317	0.9949494949	0.05876872711
318	0.9949494949	0.05837657219
319	0.9949494949	0.05828755072
320	0.9949494949	0.05822055301
321	0.9949494949	0.05815118068
322	0.9949494949	0.05813206044
323	0.9949494949	0.05786379645
324	0.9949494949	0.05769612306
325	0.9949494949	0.05738856282
326	0.9949494949	0.05723405155
327	0.9949494949	0.05705022567
328	0.9949494949	0.05699724038
329	0.9949494949	0.05694491331
330	0.9966329966	0.05643591399
331	0.9966329966	0.05632033882
332	0.9966329966	0.05623981226
333	0.9966329966	0.05617035164
334	0.9966329966	0.05588564548
335	0.9966329966	0.05574976735
336	0.9983164983	0.05543509186
337	0.9983164983	0.05539807414
338	0.9983164983	0.05531493856
339	0.9983164983	0.05525902225
340	0.9983164983	0.05509651395
341	0.9983164983	0.05491125223
342	0.9983164983	0.05473558099
343	0.9983164983	0.05463698666
344	0.9983164983	0.05433697036
345	0.9983164983	0.05423809821
346	0.9983164983	0.05407713269
347	0.9983164983	0.05396711573
348	0.9983164983	0.05395075142
349	0.9983164983	0.05382705078
350	0.9983164983	0.0534530325
351	0.9983164983	0.05341975221
352	0.9983164983	0.05328206719
353	0.9983164983	0.05319555241
354	0.9983164983	0.05287808067
355	0.9983164983	0.05271986825
356	0.9983164983	0.05254077987
357	0.9983164983	0.05242004287
358	0.9983164983	0.05225242934
359	0.9983164983	0.05196704872
360	0.9983164983	0.05188557855
361	0.9983164983	0.05156795633
362	0.9983164983	0.05117379303
363	0.9983164983	0.05095644225
364	0.9983164983	0.05073563104
365	0.9983164983	0.05023434349
366	0.9983164983	0.04981665316
367	0.9983164983	0.04976154389
368	0.9983164983	0.04954304621
369	0.9983164983	0.04928317466
370	0.9983164983	0.04899740103
371	0.9983164983	0.0489305752
372	0.9983164983	0.04861929412
373	0.9983164983	0.04842665364
374	0.9983164983	0.04833304989
375	0.9983164983	0.04816477991
376	0.9983164983	0.04788060581
377	0.9983164983	0.04776476348
378	0.9983164983	0.04765716854
379	0.9983164983	0.04761783405
380	0.9983164983	0.04745950567
381	0.9983164983	0.04741276745
382	0.9983164983	0.04740603305
383	0.9983164983	0.04734386275
384	0.9983164983	0.04726600972
385	0.9983164983	0.04724752517
386	0.9983164983	0.04709342287
387	0.9983164983	0.04693782478
388	0.9983164983	0.04684441317
389	0.9983164983	0.04664880206
390	0.9983164983	0.04653257085
391	0.9983164983	0.04648585311
392	0.9983164983	0.04637970409
393	0.9983164983	0.04623042668
394	0.9983164983	0.04615417358
395	0.9983164983	0.04612187416
396	0.9983164983	0.0459430916
397	0.9983164983	0.04557998047
398	0.9983164983	0.04539974108
399	0.9983164983	0.04515319944
400	0.9983164983	0.04506470833
401	0.9983164983	0.04483529106
402	0.9983164983	0.04464893869
403	0.9983164983	0.04420255057
404	0.9983164983	0.04409994529
405	0.9983164983	0.04393795838
406	0.9983164983	0.04378595217
407	0.9983164983	0.04362698204
408	0.9983164983	0.04324195843
409	0.9983164983	0.04305009004
410	0.9983164983	0.04300976166
411	0.9983164983	0.0428865083
412	0.9983164983	0.04279105737
413	0.9983164983	0.04269211035
414	0.9983164983	0.04257862676
415	0.9983164983	0.04240616927
416	0.9983164983	0.04237872192
417	0.9983164983	0.04197503548
418	0.9983164983	0.04184053298
419	0.9983164983	0.04171747085
420	0.9983164983	0.04130865845
421	0.9983164983	0.04104520395
422	0.9983164983	0.04093365188
423	0.9983164983	0.04068482882
424	0.9983164983	0.0406105486
425	0.9983164983	0.04056058028
426	0.9983164983	0.04045594088
427	0.9983164983	0.04033496783
428	0.9983164983	0.04001094069
429	0.9983164983	0.03991066609
430	0.9983164983	0.03968416469
431	0.9983164983	0.03965135552
432	0.9983164983	0.03959989228
433	0.9983164983	0.03947280842
434	0.9983164983	0.03934545566
435	0.9983164983	0.03923574923
436	0.9983164983	0.03909843817
437	0.9983164983	0.03891036987
438	0.9983164983	0.0387784425
439	0.9983164983	0.03856571927
440	0.9983164983	0.03848063553
441	0.9983164983	0.03844335052
442	0.9983164983	0.0384123207
443	0.9983164983	0.03826150527
444	0.9983164983	0.03814615053
445	0.9983164983	0.0377655486
446	0.9983164983	0.0377563983
447	0.9983164983	0.03768788567
448	0.9983164983	0.03766852749
449	0.9983164983	0.03761192603
450	0.9983164983	0.03754708117
451	0.9983164983	0.03748801968
452	0.9983164983	0.03741480811
453	0.9983164983	0.0372049251
454	0.9983164983	0.03702905836
455	0.9983164983	0.03682882098
456	0.9983164983	0.03666342325
457	0.9983164983	0.03653188711
458	0.9983164983	0.03652465675
459	0.9983164983	0.03647652684
460	0.9983164983	0.03621789667
461	0.9983164983	0.03604716474
462	0.9983164983	0.03578068258
463	0.9983164983	0.03569149739
464	0.9983164983	0.03560899894
465	0.9983164983	0.03549332321
466	0.9983164983	0.03539858325
467	0.9983164983	0.03537493673
468	0.9983164983	0.0353256362
469	0.9983164983	0.03529178789
470	0.9983164983	0.03523237148
471	0.9983164983	0.03513024989
472	0.9983164983	0.03509693375
473	0.9983164983	0.03506753029
474	0.9983164983	0.03499986933
475	0.9983164983	0.03494015614
476	0.9983164983	0.03477128221
477	0.9983164983	0.03455276649
478	0.9983164983	0.0344928617
479	0.9983164983	0.0344006472
480	0.9983164983	0.03422345861
481	0.9983164983	0.03409097472
482	0.9983164983	0.03390194835
483	0.9983164983	0.03382282657
484	0.9983164983	0.03367413508
485	0.9983164983	0.03362705345
486	0.9983164983	0.03359042922
487	0.9983164983	0.03344898991
488	0.9983164983	0.03328421627
489	0.9983164983	0.0332419642
490	0.9983164983	0.03321826938
491	0.9983164983	0.03309997361
492	0.9983164983	0.03309334686
493	0.9983164983	0.03277418889
494	0.9983164983	0.03249392584
495	0.9983164983	0.03248192939
496	0.9983164983	0.032453424
497	0.9983164983	0.03244313221
498	0.9983164983	0.03244254404
499	0.9983164983	0.03238370482
