iter	Accuracy	Logloss
72	0.936026936	0.2080009856
73	0.936026936	0.2065629454
74	0.9377104377	0.206072034
75	0.9410774411	0.2007863781
76	0.9410774411	0.1986092544
77	0.9444444444	0.1966804703
78	0.9461279461	0.1946274097
79	0.9461279461	0.1941260238
80	0.9461279461	0.1911236638
81	0.9478114478	0.1898137764
82	0.9478114478	0.1891860097
83	0.9478114478	0.1873873134
84	0.9494949495	0.1860848454
85	0.9478114478	0.1843301527
86	0.9494949495	0.1839380517
87	0.9511784512	0.1829728769
88	0.9478114478	0.1796558373
89	0.9478114478	0.1791439212
90	0.9545454545	0.1765857301
91	0.9562289562	0.1762012996
92	0.9562289562	0.1745615012
93	0.9562289562	0.1728788299
94	0.9579124579	0.1711562486
95	0.9579124579	0.1706139209
96	0.9579124579	0.1696663845
97	0.9579124579	0.1678008406
98	0.9579124579	0.166716415
99	0.9595959596	0.1644279282
100	0.9595959596	0.1639682106
101	0.9595959596	0.162550004
102	0.9612794613	0.1606224029
103	0.9612794613	0.1598825318
104	0.9612794613	0.1593423555
105	0.9612794613	0.1585493516
106	0.9612794613	0.1574062945
107	0.9612794613	0.1553251217
108	0.9612794613	0.154424323
109	0.9612794613	0.1525618482
110	0.9612794613	0.1516194549
111	0.9646464646	0.1499397969
112	0.962962963	0.148780707
113	0.962962963	0.1485111818
114	0.962962963	0.1468552521
115	0.9646464646	0.1465313008
116	0.9646464646	0.1455999896
117	0.9646464646	0.1450359444
118	0.9646464646	0.1441379319
119	0.9646464646	0.1438839212
120	0.9663299663	0.1424493113
121	0.9663299663	0.142271347
122	0.9663299663	0.1412326616
123	0.9663299663	0.1410682275
124	0.9663299663	0.1402066266
125	0.968013468	0.1391956142
126	0.968013468	0.1389520513
127	0.9696969697	0.1374094399
128	0.9663299663	0.1369499022
129	0.968013468	0.1358084214
130	0.968013468	0.1342285908
131	0.968013468	0.133584158
132	0.968013468	0.132422512
133	0.968013468	0.1320241825
134	0.968013468	0.1307416912
135	0.9713804714	0.1297441712
136	0.9713804714	0.1291761532
137	0.9713804714	0.1290569171
138	0.9730639731	0.1272688306
139	0.9764309764	0.1248705534
140	0.9797979798	0.1231854326
141	0.9781144781	0.1226406358
142	0.9814814815	0.1210776314
143	0.9814814815	0.1207525485
144	0.9814814815	0.1206312107
145	0.9814814815	0.11988195
146	0.9814814815	0.1192839311
147	0.9814814815	0.1185116912
148	0.9814814815	0.1184497042
149	0.9814814815	0.11779289
150	0.9814814815	0.1172985424
151	0.9814814815	0.1171790244
152	0.9814814815	0.1169108496
153	0.9797979798	0.1162763971
154	0.9797979798	0.1155518359
155	0.9814814815	0.1151653605
156	0.9814814815	0.1138138657
157	0.9814814815	0.1128353812
158	0.9814814815	0.1120855255
159	0.9814814815	0.1107055012
160	0.9814814815	0.1105166254
161	0.9814814815	0.1097931144
162	0.9814814815	0.1092681716
163	0.9814814815	0.1088242405
164	0.9814814815	0.1077634625
165	0.9814814815	0.1075213308
166	0.9831649832	0.1060001566
167	0.9831649832	0.105346009
168	0.9831649832	0.1046193761
169	0.9814814815	0.1041394345
170	0.9814814815	0.1040893161
171	0.9831649832	0.1035887107
172	0.9831649832	0.1031827128
173	0.9831649832	0.1030091146
174	0.9831649832	0.1028695689
175	0.9831649832	0.1020872605
176	0.9831649832	0.1016183683
177	0.9831649832	0.1008041688
178	0.9831649832	0.1006021983
179	0.9831649832	0.100334691
180	0.9831649832	0.09956557374
181	0.9865319865	0.09786689472
182	0.9865319865	0.09752922593
183	0.9865319865	0.09702241493
184	0.9865319865	0.09679529531
185	0.9865319865	0.09606259566
186	0.9865319865	0.0952324935
187	0.9865319865	0.09453493492
188	0.9865319865	0.09388389373
189	0.9865319865	0.09383779333
190	0.9865319865	0.09371886366
191	0.9865319865	0.09253209954
192	0.9865319865	0.09225846557
193	0.9865319865	0.09007761471
194	0.9865319865	0.08885726862
195	0.9865319865	0.08839778894
196	0.9865319865	0.08714560843
197	0.9882154882	0.08596228962
198	0.9882154882	0.08578385361
199	0.9882154882	0.08481328073
200	0.9898989899	0.08400861423
201	0.9898989899	0.08374203463
202	0.9898989899	0.083065394
203	0.9898989899	0.08253312299
204	0.9898989899	0.08122011641
205	0.9898989899	0.08065419502
206	0.9882154882	0.07969907219
207	0.9882154882	0.07945177018
208	0.9882154882	0.07913173397
209	0.9882154882	0.07853855826
210	0.9882154882	0.07849000616
211	0.9882154882	0.0782971602
212	0.9898989899	0.07783670907
213	0.9898989899	0.07689295874
214	0.9915824916	0.07562491631
215	0.9915824916	0.07529833212
216	0.9915824916	0.07524270067
217	0.9915824916	0.07494338965
218	0.9915824916	0.07485579182
219	0.9915824916	0.07457410909
220	0.9932659933	0.07419598656
221	0.9932659933	0.07385318956
222	0.9932659933	0.07369942833
223	0.9949494949	0.07317817638
224	0.9932659933	0.07280743376
225	0.9949494949	0.07216935081
226	0.9966329966	0.07202054737
227	0.9949494949	0.07183273738
228	0.9983164983	0.07141323437
229	0.9983164983	0.07105835007
230	0.9983164983	0.07093256587
231	0.9983164983	0.07033727493
232	0.9983164983	0.06978531522
233	0.9983164983	0.06917043903
234	0.9983164983	0.06864584573
235	0.9983164983	0.0685549995
236	0.9983164983	0.06801600514
237	0.9983164983	0.06789649596
238	0.9983164983	0.0678046481
239	0.9983164983	0.06778310649
240	0.9983164983	0.06739440881
241	0.9983164983	0.06703244177
242	0.9983164983	0.06671921952
243	0.9983164983	0.06600233694
244	0.9983164983	0.06556914367
245	0.9983164983	0.06550249746
246	0.9983164983	0.06522182586
247	0.9983164983	0.06520131626
248	0.9983164983	0.06466327657
249	0.9983164983	0.06449155939
250	0.9983164983	0.0638926609
251	0.9983164983	0.06339280657
252	0.9983164983	0.06306197911
253	0.9983164983	0.06285267659
254	0.9983164983	0.06279310008
255	0.9983164983	0.06253624616
256	0.9983164983	0.06201368138
257	0.9983164983	0.06192179796
258	0.9983164983	0.06173276412
259	0.9983164983	0.06165774973
260	0.9983164983	0.0615965317
261	0.9983164983	0.06126561106
262	0.9983164983	0.06079253856
263	0.9983164983	0.0607342465
264	0.9983164983	0.06000520111
265	0.9983164983	0.0595989228
266	0.9983164983	0.05953271096
267	0.9983164983	0.05936889719
268	0.9983164983	0.05923713341
269	0.9983164983	0.05899055849
270	0.9983164983	0.05883018348
271	0.9983164983	0.05853152356
272	0.9983164983	0.05808804198
273	0.9983164983	0.05776554947
274	0.9983164983	0.05749727287
275	0.9983164983	0.05719082827
276	0.9983164983	0.05678864743
277	0.9983164983	0.05675124725
278	0.9983164983	0.05671011432
279	0.9983164983	0.05650570836
280	0.9983164983	0.05598499696
281	0.9983164983	0.05563555727
282	0.9983164983	0.05556468719
283	0.9983164983	0.05522852559
284	0.9983164983	0.05468520057
285	0.9983164983	0.05447747699
286	0.9983164983	0.05413018102
287	0.9983164983	0.05367385154
288	0.9983164983	0.05345751036
289	0.9983164983	0.05299776149
290	0.9983164983	0.05285322306
291	0.9983164983	0.052723974
292	0.9983164983	0.05255545244
293	0.9983164983	0.05237937958
294	0.9983164983	0.0523421071
295	0.9983164983	0.05199192469
296	0.9983164983	0.05195422219
297	0.9983164983	0.05179851324
298	0.9983164983	0.0511154005
299	0.9983164983	0.05105368536
300	0.9983164983	0.05100703807
301	0.9983164983	0.05093665908
302	0.9983164983	0.05074470044
303	0.9983164983	0.05040430206
304	0.9983164983	0.0503553204
305	0.9983164983	0.05027652378
306	0.9983164983	0.04999206203
307	0.9983164983	0.04984810218
308	0.9983164983	0.04961313365
309	0.9983164983	0.04934754581
310	0.9983164983	0.04905530587
311	0.9983164983	0.04871487194
312	0.9983164983	0.04841969647
313	0.9983164983	0.04833377451
314	0.9983164983	0.04820755725
315	0.9983164983	0.04807446255
316	0.9983164983	0.04805406124
317	0.9983164983	0.04804392217
318	0.9983164983	0.04764627741
319	0.9983164983	0.04738773326
320	0.9983164983	0.04730947761
321	0.9983164983	0.04714342972
322	0.9983164983	0.04650570632
323	0.9983164983	0.0462844276
324	0.9983164983	0.04615960012
325	0.9983164983	0.04608471437
326	0.9983164983	0.04578961108
327	0.9983164983	0.04538742169
328	0.9983164983	0.04537428348
329	0.9983164983	0.04516895424
330	0.9983164983	0.04499998007
331	0.9983164983	0.04484956303
332	0.9983164983	0.04476826208
333	0.9983164983	0.04458174596
334	0.9983164983	0.04438654456
335	0.9983164983	0.04436650481
336	0.9983164983	0.04432717382
337	0.9983164983	0.04418801288
338	0.9983164983	0.04417745549
339	0.9983164983	0.04409951861
340	0.9983164983	0.0440513878
341	0.9983164983	0.04389005215
342	0.9983164983	0.04370379146
343	0.9983164983	0.04349171408
344	0.9983164983	0.04343973616
345	0.9983164983	0.04322539958
346	0.9983164983	0.04307467339
347	0.9983164983	0.04298837763
348	0.9983164983	0.04296514388
349	0.9983164983	0.04260778275
350	0.9983164983	0.04237172067
351	0.9983164983	0.04191610648
352	0.9983164983	0.04187732072
353	0.9983164983	0.04183907821
354	0.9983164983	0.04158894453
355	0.9983164983	0.04157585128
356	0.9983164983	0.04154088208
357	0.9983164983	0.04149496097
358	0.9983164983	0.04146999011
359	0.9983164983	0.04130900601
360	0.9983164983	0.04115579461
361	0.9983164983	0.04108546737
362	0.9983164983	0.04097335814
363	0.9983164983	0.04090363553
364	0.9983164983	0.04067016005
365	0.9983164983	0.0406426514
366	0.9983164983	0.04051379537
367	0.9983164983	0.04023406307
368	0.9983164983	0.0400910756
369	0.9983164983	0.03995324762
370	0.9983164983	0.03992675778
371	0.9983164983	0.03981388937
372	0.9983164983	0.03971153647
373	0.9983164983	0.03969148876
374	0.9983164983	0.03965033489
375	0.9983164983	0.03960357054
376	0.9983164983	0.03958744927
377	0.9983164983	0.03958632987
378	0.9983164983	0.03950286643
379	0.9983164983	0.03942868362
380	0.9983164983	0.03935394412
381	0.9983164983	0.03916053828
382	1	0.03880272509
383	1	0.03878934024
384	1	0.0387561385
385	1	0.03872594059
386	1	0.03864155499
387	1	0.03853859126
388	0.9983164983	0.03840028205
389	1	0.03823382795
390	1	0.03818710632
391	1	0.03800601685
392	1	0.03798681504
393	1	0.0377207443
394	1	0.03748321333
395	1	0.03719465257
396	1	0.03718553198
397	1	0.03713024811
398	1	0.03691406238
399	1	0.03686554644
400	1	0.0367266936
401	1	0.03658227477
402	1	0.03654649798
403	1	0.03642280769
404	1	0.03620231916
405	1	0.03603127988
406	1	0.03598234592
407	1	0.03590670723
408	1	0.03589380667
409	1	0.03557709705
410	1	0.03543323411
411	1	0.03508505209
412	1	0.03501421132
413	1	0.0347941034
414	1	0.03465398041
415	1	0.03444657833
416	1	0.0344132763
417	1	0.03439877812
418	1	0.03421945192
419	1	0.03412745467
420	1	0.0339578431
421	1	0.03385426344
422	1	0.03354843136
423	1	0.03346853071
424	1	0.03335253159
425	1	0.03329293538
426	1	0.03312185115
427	1	0.0330385192
428	1	0.03297543125
429	1	0.0329713019
430	1	0.03295706441
431	1	0.0328706443
432	1	0.03276329556
433	1	0.03266926982
434	1	0.03253526663
435	1	0.03218749274
436	1	0.03197141822
437	1	0.03183725698
438	1	0.03166939211
439	1	0.03136136146
440	1	0.03119408501
441	1	0.03103242452
442	1	0.03099377567
443	1	0.03096570245
444	1	0.03080270508
445	1	0.03071849523
446	1	0.03066500146
447	1	0.03060185297
448	1	0.03033283471
449	1	0.03021357516
450	1	0.0301284605
451	1	0.03010837182
452	1	0.03007694821
453	1	0.02999245417
454	1	0.02999242185
455	1	0.02980007118
456	1	0.02956487397
457	1	0.02947934174
458	1	0.02934549451
459	1	0.02912502934
460	1	0.02911099032
461	1	0.02907273791
462	1	0.02893535744
463	1	0.02880461456
464	1	0.02871597898
465	1	0.02869917621
466	1	0.02843857138
467	1	0.02839328794
468	1	0.02823640417
469	1	0.02815622135
470	1	0.02809578116
471	1	0.02783599545
472	1	0.02782532213
473	1	0.02780022519
474	1	0.02775913638
475	1	0.02750020419
476	1	0.02737412268
477	1	0.02734824283
478	1	0.02734752072
479	1	0.0273084789
480	1	0.02727721512
481	1	0.02720564048
482	1	0.02714656018
483	1	0.02706313908
484	1	0.02701127086
485	1	0.0269381867
486	1	0.02688362289
487	1	0.02684958635
488	1	0.02678134873
489	1	0.02671912816
490	1	0.02670316018
491	1	0.0265333696
492	1	0.02636966916
493	1	0.0263573279
494	1	0.02629221081
495	1	0.026227446
496	1	0.0261926016
497	1	0.02604008659
498	1	0.02598165455
499	1	0.02595647438
