iter	Passed	Remaining
291	1833	1305
292	1840	1300
293	1846	1293
294	1853	1288
295	1860	1282
296	1867	1276
297	1874	1270
298	1880	1264
299	1884	1256
300	1889	1249
301	1893	1241
302	1898	1234
303	1905	1228
304	1909	1220
305	1915	1214
306	1919	1206
307	1926	1200
308	1932	1194
309	1939	1188
310	1944	1181
311	1949	1174
312	1955	1168
313	1960	1161
314	1966	1154
315	1971	1148
316	1975	1140
317	1981	1133
318	1988	1128
319	1992	1120
320	1996	1113
321	2005	1108
322	2009	1101
323	2013	1093
324	2018	1087
325	2025	1080
326	2029	1073
327	2033	1066
328	2039	1059
329	2045	1053
330	2050	1046
331	2056	1040
332	2062	1034
333	2072	1030
334	2080	1024
335	2086	1018
336	2090	1011
337	2094	1003
338	2101	998
339	2105	991
340	2111	984
341	2117	978
342	2122	971
343	2128	965
344	2133	958
345	2139	952
346	2145	945
347	2150	939
348	2154	932
349	2159	925
350	2162	918
351	2168	911
352	2174	905
353	2178	898
354	2183	891
355	2187	884
356	2193	878
357	2197	871
358	2202	865
359	2207	858
360	2211	851
361	2216	844
362	2221	838
363	2227	832
364	2233	826
365	2238	819
366	2244	813
367	2249	806
368	2253	800
369	2258	793
370	2263	787
371	2266	779
372	2273	774
373	2278	767
374	2284	761
375	2290	755
376	2295	748
377	2299	742
378	2303	735
379	2308	728
380	2313	722
381	2318	716
382	2324	709
383	2333	704
384	2339	698
385	2344	692
386	2348	685
387	2354	679
388	2360	673
389	2365	667
390	2370	660
391	2374	654
392	2380	648
393	2386	641
394	2391	635
395	2396	629
396	2402	623
397	2406	616
398	2411	610
399	2416	604
400	2421	597
401	2427	591
402	2430	585
403	2436	579
404	2441	572
405	2447	566
406	2452	560
407	2458	554
408	2464	548
409	2469	542
410	2473	535
411	2479	529
412	2485	523
413	2488	516
414	2492	510
415	2497	504
416	2504	498
417	2509	492
418	2514	486
419	2519	479
420	2524	473
421	2529	467
422	2535	461
423	2542	455
424	2549	449
425	2553	443
426	2558	437
427	2563	431
428	2567	424
429	2573	418
430	2578	412
431	2584	406
432	2590	400
433	2595	394
434	2599	388
435	2605	382
436	2612	376
437	2616	370
438	2622	364
439	2631	358
440	2636	352
441	2641	346
442	2647	340
443	2650	334
444	2656	328
445	2660	322
446	2665	316
447	2669	309
448	2674	303
449	2679	297
450	2683	291
451	2689	285
452	2700	280
453	2706	274
454	2712	268
455	2716	262
456	2725	256
457	2729	250
458	2735	244
459	2741	238
460	2746	232
461	2752	226
462	2757	220
463	2763	214
464	2770	208
465	2774	202
466	2779	196
467	2785	190
468	2791	184
469	2796	178
470	2802	172
471	2806	166
472	2810	160
473	2815	154
474	2820	148
475	2827	142
476	2832	136
477	2838	130
478	2843	124
479	2848	118
480	2853	112
481	2859	106
482	2865	100
483	2869	94
484	2874	88
485	2877	82
486	2884	76
487	2888	71
488	2893	65
489	2897	59
490	2901	53
491	2905	47
492	2909	41
493	2915	35
494	2921	29
495	2926	23
496	2932	17
497	2937	11
498	2942	5
499	2949	0
